507,Furniture,"Mahogany, white pine, tulip poplar, chestnut"
508,Furniture,"Mahogany, tulip poplar, yellow pine, white pine"
509,Furniture,"Mahogany, mahogany veneer, white cedar,
yellow pine, tulip poplar"
510,Furniture,"Painted yellow poplar, chestnut, birch, ash, oak,
white cedar"
511,Furniture,"White oak, yellow pine, white pine, poplar, maple"
512,Furniture,"Painted yellow poplar, yellow pine, birch"
513,Furniture,"Painted white oak, yellow pine"
514,Furniture,"Oak, chestnut, cedar, walnut"
515,Furniture,"Red pine, elm, willow"
516,Furniture,"Painted white pine, yellow pine, yellow poplar, oak"
517,Furniture,"Painted white pine, white cedar"
518,Furniture,"Red oak, yellow pine, hemlock, white pine, poplar"
519,Furniture,"Mahogany, mahogany veneer, brass"
520,Furniture,"Hickory, possibly pine"
521,Jewelry,"Gold, silver, platinum, black opals, boulder opals, demantoid garnets, rubies, enamel."
522,Furniture,"Maple, walnut, yellow pine, white pine"
523,Glass,Leaded opalescent glass
524,Glass,Blown pattern-molded blue glass
525,Glass,Blown pattern-molded green glass
526,Glass,Blown pattern-molded amethyst glass
527,Natural Substances,Wood; Probably cedar
528,Metal,"Gold, marbleized alloys"
529,Jewelry,"Gold, imitation diamonds"
530,Metal,Gilt copper
531,Jewelry,"Enamel on copper, brass"
532,Jewelry,"Enamel, brass"
533,Metal,"Gilt bronze, porcelain"
534,Metal,"Marble, bronze"
535,Furniture,"Mahogany, giltwood, glass"
536,Glass,"Brass, free-blown colorless and opaque white glass"
537,Furniture,"Mahogany, yellow pine, eastern white cedar, tulip poplar"
538,Paintings,Painted wood
539,Metal,"Pewter, brass, wood"
540,Ceramics,"Porcelain (hard-paste), transfer-printed"
541,Ceramics,"Porcelain (soft-paste), underglaze-blue painted decoration"
542,Metal,Painted tin
543,Metal,Painted tinned sheet iron
544,Metal,Tinned sheet iron
545,Ceramics,Earthenware; Redware
546,Metal,Copper
547,Metal,Probably copper
548,Architecture,"Mosaic, plaster, glass, and iron"
549,Jewelry,"Gold, pearls, enamel, probably horn"
550,Jewelry,"Tortoiseshell, platinum, diamonds"
551,Jewelry,"Shell, diamonds, platinum"
552,Glass,Free-blown colorless and opaque white glass
553,Glass,Cased free-blown colorless and opaque white glass
554,Glass,Free-blown blue glass
555,Glass,Cut and engraved glass
556,Architecture,Concrete and reinforced steel
557,Natural Substances,"Wood, iron"
558,Furniture,"Satinwood, gilt brass, mahogany, white pine"
559,Furniture,"Rosewood, marble"
560,Furniture,"Satinwood, gilt brass"
561,Natural Substances,Parchment paper
562,Metal|Gold,"Gold, coral"
563,Architecture,Gilt wood and plaster
564,Jewelry,"Silver, gold, diamonds"
565,Furniture,"Oak, chestnut, cedar"
566,Natural Substances,"Wood; Ash, brass"
567,Glass,Opal glass
568,Natural Substances|Glass,"Glass, jade, enamel on copper"
569,Ceramics,Hard-paste porcelain
570,Natural Substances,"Ivory, tortoiseshell, glass"
571,Natural Substances,"Tortoiseshell, gilt copper"
572,Metal,"Favrile glass, enamel on copper"
573,Natural Substances,"Wood; European walnut (?), glass"
574,Glass,Pressed amethyst and opaque turquoise glass
575,Glass,"Pressed clear amethyst, black and green opaque glass"
576,Glass,Pressed white opaque glass
577,Glass,"Pressed glass, diamond point"
578,Glass,Free-blown non-lead colorless and blue glass
579,Glass,Blown satin cranberry glass
580,Glass,Blown satin red and cranberry glass
581,Glass,Blown Amberina glass
582,Ceramics,Earthenware; Redware with sgraffito decoration
583,Ceramics,"Porcelain, overglaze gilding"
584,Natural Substances,"Wood; Maple, pine"
585,Ceramics,"Probably earthenware, metal"
586,Glass,"Pressed cranberry, opalescent and colorless glass"
587,Glass,Free-blown glass with applied decoration
588,Metal,"Brass, tin"
589,Furniture,White oak
590,Furniture,"Mahogany, rosewood, brass, white pine"
591,Glass,Blown molded lead blue and colorless glass
592,Frames,"Compo, gold leaf"
593,Glass,Blown pattern-molded lead blue glass
