961,Surinam
962,Iran or Afghanistan|Iran or Afghanistan
963,Iran|Iran|Iran
964,Syria|Syria
965,Syria or Jazira
966,Jazira|Iraq or Syria
967,Syria or Egypt|Syria
968,Anatolia|Turkey
969,Afghanistan|Afghanistan
970,Turkmenistan|Turkmenistan
971,"Jazira, Anatolia, or Iran|Turkey or Iran"
972,Jazira|Iraq
973,"Turkey, Iraq, or Iran|Iran, Anatolia, or Iraq"
974,Eastern Iran or Afghanistan|Iran or Afghanistan
975,"Iraq or Syria|Iraq, Northern Syria, or Northern Jazira"
976,present-day Afghanistan|Afghanistan
977,Afghanistan|present-day Afghanistan
978,Turkey or Caucasus
979,Iran or Syria|Western Iran or Syria
980,probably Jazira or Syria|Iraq or Syria
981,Iran or Iraq|Iran or Iraq
982,Afghanistan or Iran|Khurasan
983,Jazira or Syria|Turkey
984,Turkey|Anatolia
985,Syria or Egypt|Syria or Egypt
986,Syria|Jazira or Syria
987,Israel|Israel
988,Syria or Iraq|Jazira or Syria
989,Jazira or Syria|Syria or Iraq
990,Iran or Central Asia|Iran or Afghanistan
991,Turkmenistan|Western Turkmenistan
992,Syria or Iraq|Syria or Iraq
993,"Iraq, Syria, or Iran"
994,Iran or Anatolia|Iran or Anatolia
995,Jazira|Probably Syria
996,Burkina Faso (?)
997,Southern Germany
998,Turkey|Turkey
999,Turkey|Anatolia (?)
1000,Jazira or Syria|Iraq or Syria
1001,Jazira|Turkey
1002,Iraq|Jazira
1003,Byzantium [enamels]|France
1004,present-day Belgium
1005,The Holy Land
1006,Latin Kingdom of Jerusalem
1007,present-day Turkmenistan|Modern Turkmenistan
1008,Turkmenistan|Modern Turkmenistan
1009,present-day Turkmenistan|Turkmenistan
1010,Modern Turkmenistan|Turkmenistan
1011,Georgia|Georgia
1012,Iraq|Germany
1013,West Mexico
1014,probably eastern Iran|Iran
1015,probably Britian
1016,India (Golconda or Bidar)
1017,Russia|United States
1018,probably Anatolia|Turkey
1019,United Sates
1020,India|United States
1021,Northwest Iran or South Caucasus
1022,probably Southwestern Iran
1023,Northwestern Iran or Azerbaijan
1024,Caucasus region
1025,Western Caucasus
1026,prbably Northwestern Iran
1027,probably Northwestern Iran
1028,Southern Iran
1029,Northern Iraq
1030,possibly Northwestern Iran
1031,present-day Switzerland
1032,Byzantium
1033,Iran or Europe
1034,Unites States
1035,Turkey or Central Asia
1036,Italy|Italy
